id,vel_mean,tiempo_terminar,colision,react_time,quieto_count,cant_autos_en_frame
775020,2.3831979205656273,58.916035175323486,False,0.07518550885132246,,29.0
130263,2.4601245845290074,57.349684953689575,False,0.08931645548897045,,28.0
494679,2.568461110364934,55.550776958465576,False,0.07798165087872753,,28.0
604910,2.4290823581478143,61.17949414253235,False,0.08007837809886806,,32.0
429619,2.2144035863056057,69.9222662448883,False,0.06296078147615164,,36.0
49280,2.242875502265632,69.85094094276428,False,0.08480965067340805,,36.0
534833,2.295272316097684,69.2536449432373,False,0.06925053817835161,,35.0
192571,2.397663133139731,67.19483280181885,False,0.07505317087956505,,35.0
978198,2.5012455443484582,65.33018660545349,False,0.07613635807159655,,34.0
758120,2.4592527829484983,67.43413233757019,False,0.07550363442359552,,35.0
117460,2.549331031786598,65.9150071144104,False,0.07406100897553283,,34.0
683153,2.62865239955565,64.91509056091309,False,0.06171036569975008,,34.0
971976,2.657146016605199,65.35157012939453,False,0.07424510637324065,,34.0
878566,2.719658331443025,64.67505311965942,False,0.07354505673894814,,34.0
699738,2.848289842216772,63.32804226875305,False,0.06228558341473628,,34.0
623232,2.40454489730679,76.8718011379242,False,0.0760563839483467,,40.0
553510,2.476954915103543,75.55834293365479,False,0.06052897366591565,,39.0
461191,2.2777057990624483,82.31126427650452,False,0.08809310817342227,,42.0
123948,2.3048970860262643,81.501779794693,False,0.07656376476730523,,41.0
760374,2.2955393303885976,81.68810820579529,False,0.061313713160653635,,41.0
77272,2.331432808172548,80.19221687316895,False,0.08770746376725974,,41.0
871694,2.392836619121074,78.61733078956604,False,0.06666997479442426,,40.0
858774,2.3924854448320416,78.16121315956116,False,0.060315872560164845,,39.0
208815,2.4329435883300756,77.57088828086853,False,0.08672898400520916,,39.0
581627,2.4347763373381643,77.08307027816772,False,0.07021191302225689,,38.0
23462,2.499685055278193,75.11981868743896,False,0.08134810292334126,,38.0
601052,2.3788383641801327,80.05417156219482,False,0.08460200655068234,,40.0
909996,2.200785894852994,86.02496647834778,False,0.07589040263446024,,45.0
313822,2.234544742385394,84.69957399368286,False,0.06299783022632872,,44.0
945615,2.2310018381749552,84.83186149597168,False,0.07969026773258074,,44.0
21959,2.2243055424091276,85.13383865356445,False,0.061066059996934145,,44.0
136809,2.2379821064115184,84.38765239715576,False,0.06602165040242974,,43.0
883976,2.279614840656286,83.05228233337402,False,0.07962323803804082,,43.0
934882,2.3022691495851406,82.09692597389221,False,0.08432159589469027,,42.0
668823,2.3001630542295173,82.41695141792297,False,0.06942518975405622,,42.0
563829,2.349727416883353,80.66928386688232,False,0.08712089678206876,,41.0
961087,2.3794420904364824,79.68231725692749,False,0.06441359424722584,,40.0
785675,2.4017847911056465,78.98420882225037,False,0.08046054059081366,,39.0
76707,2.384203389227133,80.02517890930176,False,0.07472844084589779,,40.0
586882,2.4085862035730696,79.37960314750671,False,0.08193779749706763,,40.0
354991,2.135719413250861,89.75938057899475,False,0.08465650326837856,,46.0
898253,2.171995305102386,88.20234370231628,False,0.07648463324716537,,45.0
518846,2.2248309765705505,86.24625706672668,False,0.08361196249051088,,45.0
495632,2.2548886934126173,85.17091655731201,False,0.08192387661253218,,44.0
431302,2.2751270222208437,84.62329840660095,False,0.08297845607455182,,44.0
347825,2.3036908453786014,83.80716300010681,False,0.060299219024683444,,44.0
257880,2.3396242121964628,82.61714339256287,False,0.060399901967898594,,43.0
976332,2.3319028212362753,82.60627484321594,False,0.06179172305942017,,42.0
841203,2.384432115860629,81.00110721588135,False,0.06685758692583743,,42.0
399679,2.434322838816716,79.37184834480286,False,0.07597665789065838,,41.0
545417,2.499496522876499,77.49505019187927,False,0.07935306251408486,,40.0
476754,2.420940312126547,80.3693323135376,False,0.07288343359893429,,42.0
