id,vel_mean,tiempo_terminar,colision,react_time,quieto_count,cant_autos_en_frame
956857,2.3499195773903123,52.5473895072937,False,0.0727686032615145,,24.0
43800,2.4814238921918097,52.68415451049805,False,0.0674171493088374,,26.0
525392,2.5901834605357474,53.900964975357056,False,0.07567207492013055,,26.0
597083,2.21987684926968,55.243208169937134,False,0.07497515984736462,,26.0
380681,2.4692469225883937,50.55955410003662,False,0.08186196927206202,,25.0
351651,2.2930404709646477,53.48650574684143,False,0.07931552303940169,,25.0
91216,2.214937813211001,55.22127151489258,False,0.06487905007610217,,25.0
745271,2.480440679482561,52.78294110298157,False,0.07696828747676482,,24.0
853582,2.269059927036018,54.20375347137451,False,0.06042032906927092,,24.0
3653,2.41187343856506,51.04184174537659,False,0.0740334104868493,,23.0
925345,2.8524734264078795,47.38017177581787,False,0.07186826923487616,,23.0
21882,2.592978706183307,48.7279007434845,False,0.07232958402650627,,23.0
308140,2.3778623127005836,51.53139066696167,False,0.07033252015079848,,23.0
784974,2.794082672233371,46.748207569122314,False,0.08588222429504577,,22.0
685196,2.5218016582914515,48.533010959625244,False,0.08642315473179944,,22.0
488041,2.3332625156343534,52.73790788650513,False,0.06824812139617828,,24.0
798992,3.3581146782650597,45.13511395454407,False,0.06621698747698522,,23.0
717976,3.7201851406553694,47.965797901153564,False,0.08488181311403292,,23.0
438662,2.451758317363569,50.2650511264801,False,0.07622133774089937,,23.0
16981,2.5423017834576807,48.68599319458008,False,0.07520494008194863,,23.0
708349,2.2709753347111494,54.0266227722168,False,0.06301937119108046,,26.0
834247,2.318927624985009,53.12121272087097,False,0.075905653210496,,25.0
893521,2.332659915747069,52.876824617385864,False,0.08072190638879312,,25.0
112388,2.58243134559389,52.05813455581665,False,0.07304000041787606,,27.0
226265,2.246297208623272,54.8112154006958,False,0.08974198786759037,,27.0
316336,2.2580003559943003,55.44425868988037,False,0.06744266344228546,,29.0
687970,2.1666440398640305,56.73634338378906,False,0.07571405941655848,,29.0
179147,2.548705455564636,51.85196924209595,False,0.08847372923999744,,28.0
663952,2.7989431342758144,54.259681940078735,False,0.0816492565381174,,28.0
560919,2.2224951317056814,55.45791268348694,False,0.06743255522841997,,28.0
33301,2.4166435028716395,51.00985074043274,False,0.08163977151730135,,25.0
936385,3.3274649049329024,50.59531044960022,False,0.08631466913726804,,26.0
241805,2.3297088277672313,52.80339741706848,False,0.07720860611565379,,26.0
160579,2.432003886096013,53.13143801689148,False,0.06486213521891729,,29.0
405344,2.3225833751577842,55.23294496536255,False,0.08092381304293016,,29.0
474168,2.1473514459046874,57.23713541030884,False,0.060345796646860864,,29.0
766311,2.7559149410746278,49.63907527923584,False,0.062119957953132354,,27.0
952817,2.3607632275010704,51.933016538619995,False,0.08346024600612022,,27.0
986720,2.6398042661938237,47.41345143318176,False,0.08261591682585534,,25.0
32059,2.5120278217508356,49.107501745224,False,0.07316617775898003,,25.0
499401,2.5279229005363,48.55600380897522,False,0.06532131549653021,,27.0
699926,2.5281534127503087,50.549307107925415,False,0.08831737354088905,,27.0
930504,2.3572985781776237,52.20197319984436,False,0.06484450778005316,,27.0
203566,2.650654752398101,52.605764627456665,False,0.08645044040155944,,29.0
786400,2.2513183195825954,55.09316611289978,False,0.0743226973109821,,29.0
366553,2.888810033764872,51.688836336135864,False,0.0825924782358449,,29.0
635477,2.3300894885651933,53.19873595237732,False,0.07531826663959862,,29.0
303502,2.197056982303023,56.11000084877014,False,0.07272118428562735,,29.0
317847,2.4860987625943514,53.21601629257202,False,0.07449945857946158,,28.0
40797,2.220253461975101,55.65260338783264,False,0.061442134009244795,,28.0
709189,2.2131694152993164,55.73789882659912,False,0.0608712318918696,,28.0
338499,2.568598089619276,52.15435171127319,False,0.08089754350375705,,28.0
245875,2.4871544348632555,53.20970344543457,False,0.07437690364980429,,28.0
523983,2.2260921371256743,55.5831561088562,False,0.06662872589572573,,28.0
