0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4.210763033971324,4.731323138128373,5.044125902328183,4.9744044591819865,4.705419730280341,4.233975924206027,3.1623750898346477,2.963780293550954,3.1591194764321413,3.5151735525156367,3.2931089567741676,3.534965822468575,3.372872475944832,3.0850697648484013,3.360178978643623,2.7656217711765305,2.363287542865436,2.10563169977211,2.180675026517545,2.3418715922078324,2.1386736979064627,2.2292198745503793,2.111747585011432,2.7306472200597804,3.2398210276809114,2.605749684363887,2.5947985772354856,2.5947985772354856,2.5947985772354856,2.5947985772354856
2.263493351724115,2.264742673222203,2.2648602162785645,2.26466265738899,2.2633371588775026,2.2645995140759156,2.611349735181667,2.4603370811222938,2.2597445955138586,2.7034783168547043,1.402675623612835,2.2771748759398327,2.2568645866475747,2.2568645866475747,2.2568645866475747,2.2568645866475747,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288,2.3028225708219288
3.238339483811035,3.2383388747347728,3.23833804721051,3.2383372355856217,3.2383350625073923,3.2383335976903243,3.2383335976903243,3.2383335976903243,3.2383335976903243,3.2383335976903243,3.2383335976903243,3.2383335976903243,3.2383335976903243,2.4332631301598893,2.179069912446267,2.145662438100425,2.0958380732502317,2.095782797825458,2.0957241133961038,2.095614529596882,2.095535513157801,2.0953037142545696,2.0952784726806963,2.0952784726806963,2.0952784726806963,2.0952784726806963,2.0952784726806963,2.0952784726806963,2.0952784726806963,2.0952784726806963
2.617216635021074,2.6169130870326933,2.616243541573341,2.6154964372842273,2.6140553048613775,2.6126237150343297,2.6095521406214326,2.601421993898792,2.5948749937449764,2.579153979778429,2.5705762129533065,2.5654859308307945,2.557199595320428,2.557199595320428,2.557199595320428,2.557199595320428,2.547215247538193,2.5104216361821035,2.463182679943571,2.443460968164222,2.420612794613707,1.504325260844533,1.490822120718453,1.477593291683921,1.4732055211659143,1.4687884401225348,1.8837690096562243,1.8837690096562243,1.8837690096562243,1.8837690096562243
2.270718651259899,2.728929845462127,3.076446304918342,3.819463136680481,3.8193422711608656,3.8171185297918884,3.813806744535351,3.7870256444790362,3.7624556223478773,3.7368681855301933,3.650112704310021,3.595415875589212,3.238425534649667,3.188588639229917,3.1477971824788478,3.1477971824788478,3.1477971824788478,3.1477971824788478,2.883683711359889,2.734163708854229,2.65580264460278,2.5500883750723684,2.534556371855628,2.5076016174116207,2.4333409600861136,2.402717947912867,2.2824816788122244,2.2783489978000926,2.268456887520071,2.262446112080458
4.222397038111472,3.9210246335030714,4.321114620345298,4.321114620345298,4.321114620345298,4.321114620345298,4.3210974996913025,4.321025997639811,4.321025997639811,4.321025997639811,4.321025997639811,4.26370336516572,3.4617748789886487,3.459966952575319,3.4541757544848455,3.3971525511471623,3.2863179180524975,3.155376708472902,3.095698078436479,3.0176487575172186,2.9262972662519737,2.915680344845788,2.915680344845788,2.915680344845788,2.915680344845788,2.669078275542474,2.669078275542474,2.669078275542474,2.669078275542474,2.547116937924557
1.6876237384658124,2.1076237384658123,2.1076237384658123,2.1076237384658123,2.1076237384658123,2.527623697615473,2.5276236034275876,2.527622692900173,2.5276218768122485,2.527619496011731,2.5276190311722737,2.5276188878398282,2.527617780329537,2.5276145067760747,2.527612213537449,2.5276104454972312,2.52760897465022,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5276059347543267,2.5275340154460464,2.527219069664305,2.5210871826714687,2.520867165960927
3.027780651767891,3.027191761297616,2.9164182261187435,2.8977039529755992,2.09731863381978,2.096199393735659,2.096174625178647,2.0961416245640287,2.0961133649800465,2.0957948195186513,2.0612360546730564,2.0473533848075984,1.8235481508212343,1.8235253500998798,1.8235253436108316,1.8235253368195246,1.8235253296135114,1.8235253253692338,1.8235253096475972,1.8235253010748773,1.8235252898954493,1.8235252736446397,1.823525262684743,1.8235240416153178,1.8235205047457965,0.8890631060888533,1.2707879057661133,1.6907879056097024,1.6907879056097024,1.6907879056097024
3.4293391397681905,3.42812951972747,3.2779413975967944,3.032246240658191,2.983602690295795,2.8803882608706055,2.7845357199652407,2.13121178234881,2.197391117258829,1.6328727771434495,2.373971887868091,1.3030437815140758,1.646033553825757,1.6460093578537662,1.645608341341617,1.6456073705202259,1.529307705266127,1.9222300050653889,1.7856464900902556,1.3553387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.7753387534389145,1.775254610979227,1.704237881944933
3.3202650507106144,3.154451808978228,3.140575211425424,3.0870685242144527,3.0545356072836864,2.982221368021727,2.967695633568411,2.9290777529110907,2.8915795622419456,2.872465081083124,2.836376921803652,2.814320223634623,2.786000367445509,2.7525151793800084,2.7325050016920165,2.707567185090536,2.699138133305057,2.6813776008002694,2.6767621811389417,2.6620188367832123,2.6401591736954932,2.6364919527636985,2.623222717749689,2.615881876373482,2.610052558440237,2.601756543936414,1.9992046775801062,2.70973887714193,3.113190368481543,3.0831986524295334
